action,reward,state_0,state_1,state_2,state_3,state_4,state_5,state_6,state_7,state_8,state_9,state_10,state_11,next_0,next_1,next_2,next_3,next_4,next_5,next_6,next_7,next_8,next_9,next_10,next_11
0,0.0,312.32822,-0.3999939,608890.0,0.2243114,0.41318014,0.1000061,311.9,311.8,0.26032653,0.37536654,580.4975,1602.5641,312.0,-0.3999939,1602.5641,0.2243114,0.41318014,0.1000061,311.9,311.8,0.26032653,0.37536654,580.4975,1602.5641
1,0.0,312.3262,-0.2999878,608907.25,0.22544086,0.41318014,0.1000061,311.9,311.8,0.26032653,0.37536654,572.84424,4468.745,312.0,-0.2999878,4468.745,0.22544086,0.41318014,0.1000061,311.9,311.8,0.26032653,0.37536654,572.84424,4468.745
1,-0.01,312.32474,-0.2999878,608907.25,0.22660398,0.41318014,0.1000061,311.9,311.8,0.26032653,0.37536654,572.84424,16.028847,312.0,-0.2999878,16.028847,0.22660398,0.41318014,0.1000061,311.9,311.8,0.26032653,0.37536654,572.84424,16.028847
0,0.0,312.32272,-0.5,607589.3,0.22856817,0.41318014,0.1000061,311.9,311.8,0.26032653,0.37536654,571.4322,66.0,311.9,-0.5,66.0,0.22856817,0.41318014,0.1000061,311.9,311.8,0.26032653,0.37536654,571.4322,66.0
0,-0.01,312.3202,-0.8000183,606270.7,0.23043358,0.40083396,0.1000061,311.9,311.8,0.25273487,0.37536654,571.4271,100.0,311.9,-0.8000183,100.0,0.23043358,0.40083396,0.1000061,311.9,311.8,0.25273487,0.37536654,571.4271,100.0
1,0.0,312.3162,-0.8999939,606375.94,0.2307458,0.40083396,0.1000061,311.9,311.8,0.25273487,0.37536654,569.21106,505.2943,311.9,-0.8999939,505.2943,0.2307458,0.40083396,0.1000061,311.9,311.8,0.25273487,0.37536654,569.21106,505.2943
0,0.0,312.31168,-0.8000183,610666.94,0.23003796,0.40083396,0.1000061,311.9,311.8,0.25273487,0.37536654,555.7035,5000.0,311.9,-0.8000183,5000.0,0.23003796,0.40083396,0.1000061,311.9,311.8,0.25273487,0.37536654,555.7035,5000.0
1,0.0,312.30765,-0.8000183,614772.1,0.23020287,0.40083396,0.1000061,311.9,311.8,0.25273487,0.37536654,555.6985,4600.1143,311.9,-0.8000183,4600.1143,0.23020287,0.40083396,0.1000061,311.9,311.8,0.25273487,0.37536654,555.6985,4600.1143
1,-0.01,312.30365,-0.8999939,610391.06,0.23029828,0.40083396,0.1000061,311.9,311.8,0.25273487,0.37536654,555.7035,32.061558,311.9,-0.8999939,32.061558,0.23029828,0.40083396,0.1000061,311.9,311.8,0.25273487,0.37536654,555.7035,32.061558
1,-0.01,312.29913,-0.8000183,606764.6,0.22934403,0.40083396,0.1000061,311.9,311.8,0.25273487,0.37536654,531.39197,469.62997,311.9,-0.8000183,469.62997,0.22934403,0.40083396,0.1000061,311.9,311.8,0.25273487,0.37536654,531.39197,469.62997
1,-0.01,312.2951,-0.5,607373.9,0.22929156,0.40083396,0.1000061,311.9,311.8,0.25273487,0.37536654,512.3367,641.23114,311.9,-0.5,641.23114,0.22929156,0.40083396,0.1000061,311.9,311.8,0.25273487,0.37536654,512.3367,641.23114
0,0.0,312.2926,-0.8000183,609491.7,0.23085341,0.38615507,0.1000061,311.9,311.8,0.25273487,0.3532869,506.98996,3206.1558,311.9,-0.8000183,3206.1558,0.23085341,0.38615507,0.1000061,311.9,311.8,0.25273487,0.3532869,506.98996,3206.1558
2,0.0,312.2886,-0.8000183,611069.5,0.23068899,0.38615507,0.1000061,311.9,311.8,0.25273487,0.3532869,506.98492,1603.0779,311.9,-0.8000183,1603.0779,0.23068899,0.38615507,0.1000061,311.9,311.8,0.25273487,0.3532869,506.98492,1603.0779
0,-0.01,312.28458,-0.8000183,614538.25,0.23045458,0.38615507,0.1000061,311.9,311.8,0.25273487,0.3532869,499.6181,4972.5986,311.9,-0.8000183,4972.5986,0.23045458,0.38615507,0.1000061,311.9,311.8,0.25273487,0.3532869,499.6181,4972.5986
2,0.0,312.2806,-0.8000183,614537.75,0.23015061,0.38615507,0.1000061,311.9,311.8,0.25273487,0.3532869,494.88443,100.0,311.9,-0.8000183,100.0,0.23015061,0.38615507,0.1000061,311.9,311.8,0.25273487,0.3532869,494.88443,100.0
1,0.0,312.27658,-0.8000183,614493.8,0.2297765,0.38615507,0.1000061,311.9,311.8,0.25273487,0.3532869,492.7588,20.0,311.9,-0.8000183,20.0,0.2297765,0.38615507,0.1000061,311.9,311.8,0.25273487,0.3532869,492.7588,20.0
1,-0.01,312.27258,-0.5,612894.6,0.22933215,0.38615507,0.1000061,311.9,311.8,0.25273487,0.3532869,492.45728,40.0,311.9,-0.5,40.0,0.22933215,0.38615507,0.1000061,311.9,311.8,0.25273487,0.3532869,492.45728,40.0
0,0.0,312.2696,-0.9000244,612325.1,0.23155837,0.37797296,0.1000061,311.9,311.8,0.25264576,0.34069687,467.7437,70.764114,311.8,-0.9000244,70.764114,0.23155837,0.37797296,0.1000061,311.9,311.8,0.25264576,0.34069687,467.7437,70.764114
1,0.000320738,312.2656,-0.8000183,612045.75,0.23099618,0.37797296,0.1000061,311.9,311.8,0.25264576,0.34069687,469.23618,30.0,311.9,-0.8000183,30.0,0.23099618,0.37797296,0.1000061,311.9,311.8,0.25264576,0.34069687,469.23618,30.0
0,0.0,312.26157,-0.5,611106.9,0.23036316,0.41259393,0.1000061,311.9,311.8,0.25264576,0.39100355,467.52765,1999.0,311.9,-0.5,1999.0,0.23036316,0.41259393,0.1000061,311.9,311.8,0.25264576,0.39100355,467.52765,1999.0
1,0.0,312.25906,-0.5,613035.4,0.23155639,0.3770173,0.1000061,311.9,311.8,0.33683792,0.38771376,470.35175,2443.3938,311.9,-0.5,2443.3938,0.23155639,0.3770173,0.1000061,311.9,311.8,0.33683792,0.38771376,470.35175,2443.3938
0,0.0,312.25653,-0.5,612093.8,0.23271671,0.38314983,0.1000061,311.9,311.8,0.33083123,0.39096206,474.7789,16.033985,311.9,-0.5,16.033985,0.23271671,0.38314983,0.1000061,311.9,311.8,0.33083123,0.39096206,474.7789,16.033985
2,0.0,312.25403,-0.5,610268.56,0.23384497,0.3831979,0.1000061,311.9,311.8,0.33079147,0.39094126,472.96985,1584.0339,311.9,-0.5,1584.0339,0.23384497,0.3831979,0.1000061,311.9,311.8,0.33079147,0.39094126,472.96985,1584.0339
1,-0.00032063515,312.25104,-0.6000061,606210.8,0.23579334,0.36879796,0.1000061,311.9,311.8,0.30922285,0.4005914,480.83417,200.76863,311.8,-0.6000061,200.76863,0.23579334,0.36879796,0.1000061,311.9,311.8,0.30922285,0.4005914,480.83417,200.76863
0,0.0,312.24805,-0.6000061,605732.25,0.2376879,0.36879796,0.1000061,311.9,311.8,0.30922285,0.4005914,479.83417,254.92308,311.8,-0.6000061,254.92308,0.2376879,0.36879796,0.1000061,311.9,311.8,0.30922285,0.4005914,479.83417,254.92308
0,-0.01,312.24506,-0.6000061,604328.6,0.23952998,0.36879796,0.1000061,311.9,311.8,0.30922285,0.4005914,479.83417,32.071842,311.8,-0.6000061,32.071842,0.23952998,0.36879796,0.1000061,311.9,311.8,0.30922285,0.4005914,479.83417,32.071842
0,-0.01,312.24207,-0.6000061,604442.44,0.24132067,0.36879796,0.1000061,311.9,311.8,0.30922285,0.4005914,476.0,268.23203,311.8,-0.6000061,268.23203,0.24132067,0.36879796,0.1000061,311.9,311.8,0.30922285,0.4005914,476.0,268.23203
1,0.0,312.23907,-0.6000061,604383.3,0.24306107,0.37041008,0.1000061,311.9,311.8,0.30922285,0.4028256,473.48242,32.071842,311.8,-0.6000061,32.071842,0.24306107,0.37041008,0.1000061,311.9,311.8,0.30922285,0.4028256,473.48242,32.071842
1,-0.01,312.23608,-0.6000061,603430.6,0.24475248,0.37041008,0.1000061,311.9,311.8,0.30922285,0.4028256,471.77386,1726.3303,311.8,-0.6000061,1726.3303,0.24475248,0.37041008,0.1000061,311.9,311.8,0.30922285,0.4028256,471.77386,1726.3303
1,-0.01,312.23355,-0.5,594148.06,0.24561666,0.29498637,0.1000061,311.9,311.8,0.24440803,0.39858395,466.71356,343.96436,311.9,-0.5,343.96436,0.24561666,0.29498637,0.1000061,311.9,311.8,0.24440803,0.39858395,466.71356,343.96436
0,0.0,312.23105,-0.5,606822.56,0.24645242,0.29498637,0.1000061,311.9,311.8,0.24440803,0.39858395,462.0804,14761.211,311.9,-0.5,14761.211,0.24645242,0.29498637,0.1000061,311.9,311.8,0.24440803,0.39858395,462.0804,14761.211
2,0.0,312.22855,-0.5,611070.4,0.24726002,0.3192652,0.1000061,311.9,311.8,0.20856236,0.4029401,452.39697,5927.403,311.9,-0.5,5927.403,0.24726002,0.3192652,0.1000061,311.9,311.8,0.20856236,0.4029401,452.39697,5927.403
1,0.0,312.22604,-0.5,612265.06,0.24804017,0.31294978,0.1000061,311.9,311.8,0.19032604,0.40296996,451.07538,2319.4185,311.9,-0.5,2319.4185,0.24804017,0.31294978,0.1000061,311.9,311.8,0.19032604,0.40296996,451.07538,2319.4185
2,0.0,312.22455,-0.2999878,612433.44,0.24789022,0.2917921,0.3000183,312.1,311.8,0.19068624,0.36699557,448.96985,1794.9579,312.1,-0.2999878,1794.9579,0.24789022,0.2917921,0.3000183,312.1,311.8,0.19068624,0.36699557,448.96985,1794.9579
0,0.0,312.22354,-0.19998169,614330.8,0.24758346,0.2917921,0.3000183,312.1,311.8,0.19068624,0.36699557,448.96985,2969.8157,312.2,-0.19998169,2969.8157,0.24758346,0.2917921,0.3000183,312.1,311.8,0.19068624,0.36699557,448.96985,2969.8157
2,0.0,312.22354,0.0,619742.06,0.24758346,0.2917921,0.3000183,312.1,311.8,0.19068624,0.36699557,443.93466,6911.2266,312.4,0.0,6911.2266,0.24758346,0.2917921,0.3000183,312.1,311.8,0.19068624,0.36699557,443.93466,6911.2266
1,0.00032022927,312.22305,-0.3000183,618802.7,0.24732733,0.2922769,0.19998169,312.3,312.1,0.18144274,0.26848817,455.81406,192.47417,312.3,-0.3000183,192.47417,0.24732733,0.2922769,0.19998169,312.3,312.1,0.18144274,0.26848817,455.81406,192.47417
1,-0.01,312.22205,0.0,615244.25,0.24620274,0.2922769,0.19998169,312.3,312.1,0.18144274,0.26848817,448.2563,1725.4427,312.4,0.0,1725.4427,0.24620274,0.2922769,0.19998169,312.3,312.1,0.18144274,0.26848817,448.2563,1725.4427
0,0.0,312.22205,0.0,614541.56,0.24620275,0.29040095,0.2999878,312.4,312.1,0.18438354,0.26847374,458.13065,1226.9346,312.4,0.0,1226.9346,0.24620275,0.29040095,0.2999878,312.4,312.1,0.18438354,0.26847374,458.13065,1226.9346
2,0.0,312.221,-0.19998169,607209.5,0.24588381,0.27717847,0.3999939,312.4,312.0,0.24512082,0.31374878,469.33667,1500.0,312.2,-0.19998169,1500.0,0.24588381,0.27717847,0.3999939,312.4,312.0,0.24512082,0.31374878,469.33667,1500.0
1,0.0,312.221,-0.1000061,606955.06,0.24588381,0.27717847,0.3999939,312.4,312.0,0.24512082,0.31374878,451.29144,100.51216,312.4,-0.1000061,100.51216,0.24588381,0.27717847,0.3999939,312.4,312.0,0.24512082,0.31374878,451.29144,100.51216
0,0.0,312.22,-0.2000122,606784.1,0.24515252,0.3211825,0.099975586,312.3,312.2,0.20544602,0.1286665,512.5075,128.08197,312.3,-0.2000122,128.08197,0.24515252,0.3211825,0.099975586,312.3,312.2,0.20544602,0.1286665,512.5075,128.08197
0,-0.01,312.2185,-0.2999878,606818.06,0.24435133,0.31315184,0.099975586,312.3,312.2,0.24931058,0.13732165,519.7638,55.0,312.2,-0.2999878,55.0,0.24435133,0.31315184,0.099975586,312.3,312.2,0.24931058,0.13732165,519.7638,55.0
2,0.0,312.21698,-0.2999878,606254.1,0.24353808,0.31315184,0.099975586,312.3,312.2,0.24931058,0.13732165,518.65826,55.0,312.2,-0.2999878,55.0,0.24353808,0.31315184,0.099975586,312.3,312.2,0.24931058,0.13732165,518.65826,55.0
2,0.0,312.21545,-0.2999878,606498.3,0.24271269,0.31315184,0.099975586,312.3,312.2,0.24931058,0.13732165,517.0452,604.79047,312.2,-0.2999878,604.79047,0.24271269,0.31315184,0.099975586,312.3,312.2,0.24931058,0.13732165,517.0452,604.79047
2,0.0,312.21396,-0.19998169,604828.5,0.24187541,0.31315184,0.099975586,312.3,312.2,0.24931058,0.13732165,517.0402,32.03075,312.2,-0.19998169,32.03075,0.24187541,0.31315184,0.099975586,312.3,312.2,0.24931058,0.13732165,517.0402,32.03075
2,0.0,312.21298,-0.19998169,604768.8,0.2415175,0.31315184,0.099975586,312.3,312.2,0.24931058,0.13732165,517.0402,16.018578,312.2,-0.19998169,16.018578,0.2415175,0.31315184,0.099975586,312.3,312.2,0.24931058,0.13732165,517.0402,16.018578
0,-0.01,312.21146,-0.2999878,601187.7,0.24128312,0.32706013,0.2999878,312.3,312.0,0.24931058,0.36251247,514.1156,16.02371,312.1,-0.2999878,16.02371,0.24128312,0.32706013,0.2999878,312.3,312.0,0.24931058,0.36251247,514.1156,16.02371
2,0.0,312.20996,-0.3999939,599388.25,0.24103904,0.32706013,0.2999878,312.3,312.0,0.24931058,0.36251247,489.19598,64.08202,312.1,-0.3999939,64.08202,0.24103904,0.32706013,0.2999878,312.3,312.0,0.24931058,0.36251247,489.19598,64.08202
0,-0.01,312.20795,-0.5,597198.1,0.24028265,0.32706013,0.2999878,312.3,312.0,0.24931058,0.36251247,476.0955,55.0,312.1,-0.5,55.0,0.24028265,0.32706013,0.2999878,312.3,312.0,0.24931058,0.36251247,476.0955,55.0
0,-0.01,312.20544,-0.5,595624.06,0.23878738,0.32706013,0.2999878,312.3,312.0,0.24931058,0.36251247,476.09045,32.04101,312.1,-0.5,32.04101,0.23878738,0.32706013,0.2999878,312.3,312.0,0.24931058,0.36251247,476.09045,32.04101
0,-0.01,312.20294,-0.6000061,595278.3,0.23725656,0.32706013,0.2999878,312.3,312.0,0.24931058,0.36251247,475.68845,55.0,312.1,-0.6000061,55.0,0.23725656,0.32706013,0.2999878,312.3,312.0,0.24931058,0.36251247,475.68845,55.0
0,-0.01,312.1994,-0.7000122,594850.2,0.2350518,0.32706013,0.2999878,312.3,312.0,0.24931058,0.36251247,475.6834,363.21902,312.0,-0.7000122,363.21902,0.2350518,0.32706013,0.2999878,312.3,312.0,0.24931058,0.36251247,475.6834,363.21902
1,0.0,312.19742,-0.4000244,592956.75,0.23247199,0.33838546,0.2999878,312.3,312.0,0.2076655,0.36251247,476.58795,371.91803,312.3,-0.4000244,371.91803,0.23247199,0.33838546,0.2999878,312.3,312.0,0.2076655,0.36251247,476.58795,371.91803
0,0.0,312.1954,-0.4000244,589667.94,0.22984593,0.33838546,0.2999878,312.3,312.0,0.2076655,0.36251247,476.59296,673.2927,312.3,-0.4000244,673.2927,0.22984593,0.33838546,0.2999878,312.3,312.0,0.2076655,0.36251247,476.59296,673.2927
2,0.0,312.1934,-0.5,585327.1,0.22717193,0.33838546,0.2999878,312.3,312.0,0.2076655,0.36251247,475.99496,496.39758,312.3,-0.5,496.39758,0.22717193,0.33838546,0.2999878,312.3,312.0,0.2076655,0.36251247,475.99496,496.39758
0,-0.01,312.1909,-0.5,575682.06,0.2232004,0.34157395,0.2999878,312.3,312.0,0.2076655,0.3670925,480.82413,1216.1538,312.3,-0.5,1216.1538,0.2232004,0.34157395,0.2999878,312.3,312.0,0.2076655,0.3670925,480.82413,1216.1538
1,0.0,312.1884,-0.5,563607.0,0.21912824,0.34157395,0.2999878,312.3,312.0,0.2076655,0.3670925,480.73367,207.57149,312.3,-0.5,207.57149,0.21912824,0.34157395,0.2999878,312.3,312.0,0.2076655,0.3670925,480.73367,207.57149
2,0.0,312.18536,-0.5999756,564176.5,0.21480079,0.31797892,0.2000122,312.2,312.0,0.24616253,0.31419376,495.2412,1281.6921,312.2,-0.5999756,1281.6921,0.21480079,0.31797892,0.2000122,312.2,312.0,0.24616253,0.31419376,495.2412,1281.6921
2,0.0,312.18234,-0.5999756,563687.4,0.21034108,0.3153382,0.2000122,312.2,312.0,0.24616253,0.31015623,496.35175,128.123,312.2,-0.5999756,128.123,0.21034108,0.3153382,0.2000122,312.2,312.0,0.24616253,0.31015623,496.35175,128.123
2,0.0,312.17932,-0.5999756,560513.5,0.20574118,0.30356097,0.1000061,312.2,312.1,0.24586645,0.16767184,461.45227,39.410023,312.2,-0.5999756,39.410023,0.20574118,0.30356097,0.1000061,312.2,312.1,0.24586645,0.16767184,461.45227,39.410023
0,0.0,312.1763,-0.5999756,559975.75,0.20099126,0.30339432,0.1000061,312.2,312.1,0.24614325,0.16767184,464.18594,17.607944,312.2,-0.5999756,17.607944,0.20099126,0.30339432,0.1000061,312.2,312.1,0.24614325,0.16767184,464.18594,17.607944
1,0.0,312.17328,-0.5999756,564550.44,0.1960805,0.330878,0.1000061,312.2,312.1,0.24610259,0.21674515,472.55276,8061.4897,312.2,-0.5999756,8061.4897,0.1960805,0.330878,0.1000061,312.2,312.1,0.24610259,0.21674515,472.55276,8061.4897
2,0.0,312.16977,-0.6000061,563779.94,0.19104938,0.34753236,0.2000122,312.2,312.0,0.19893214,0.4133962,474.86935,55.0,312.1,-0.6000061,55.0,0.19104938,0.34753236,0.2000122,312.2,312.0,0.19893214,0.4133962,474.86935,55.0
0,0.0,312.16626,-0.6000061,569868.4,0.18769015,0.34753236,0.2000122,312.2,312.0,0.19893214,0.4133962,474.87436,8346.669,312.0,-0.6000061,8346.669,0.18769015,0.34753236,0.2000122,312.2,312.0,0.19893214,0.4133962,474.87436,8346.669
0,-0.01,312.16324,-0.5,569760.9,0.18551973,0.34753236,0.2000122,312.2,312.0,0.19893214,0.4133962,474.87436,16.028847,312.0,-0.5,16.028847,0.18551973,0.34753236,0.2000122,312.2,312.0,0.19893214,0.4133962,474.87436,16.028847
1,0.0,312.16074,-0.5,555135.2,0.18433334,0.34753236,0.2000122,312.2,312.0,0.19893214,0.4133962,474.86935,30.0,312.0,-0.5,30.0,0.18433334,0.34753236,0.2000122,312.2,312.0,0.19893214,0.4133962,474.86935,30.0
1,-0.01,312.15823,-0.5,555135.25,0.18310516,0.34753236,0.2000122,312.2,312.0,0.19893214,0.4133962,474.86935,32.05128,312.0,-0.5,32.05128,0.18310516,0.34753236,0.2000122,312.2,312.0,0.19893214,0.4133962,474.86935,32.05128
1,-0.01,312.15573,-0.5,561037.44,0.18183449,0.34753236,0.2000122,312.2,312.0,0.19893214,0.4133962,467.61307,6026.6567,312.0,-0.5,6026.6567,0.18183449,0.34753236,0.2000122,312.2,312.0,0.19893214,0.4133962,467.61307,6026.6567
1,-0.01,312.15326,-0.5,560916.94,0.1805201,0.34753236,0.2000122,312.2,312.0,0.19893214,0.4133962,467.60803,55.0,312.0,-0.5,55.0,0.1805201,0.34753236,0.2000122,312.2,312.0,0.19893214,0.4133962,467.60803,55.0
0,0.0,312.1508,-0.5,531995.75,0.17916118,0.36595443,0.2999878,312.3,312.0,0.22745767,0.41889346,467.60803,55.0,312.0,-0.5,55.0,0.17916118,0.36595443,0.2999878,312.3,312.0,0.22745767,0.41889346,467.60803,55.0
1,0.0,312.1483,-0.5,523161.53,0.17775671,0.36595443,0.2999878,312.3,312.0,0.22745767,0.41889346,467.60803,765.7989,312.0,-0.5,765.7989,0.17775671,0.36595443,0.2999878,312.3,312.0,0.22745767,0.41889346,467.60803,765.7989
1,-0.01,312.1468,-0.2999878,518061.12,0.17604187,0.36595443,0.2999878,312.3,312.0,0.22745767,0.41889346,467.6985,1153.4587,312.2,-0.2999878,1153.4587,0.17604187,0.36595443,0.2999878,312.3,312.0,0.22745767,0.41889346,467.6985,1153.4587
1,-0.01,312.14526,-0.2999878,522091.56,0.17429715,0.36595443,0.2999878,312.3,312.0,0.22745767,0.41889346,468.00504,8471.928,312.2,-0.2999878,8471.928,0.17429715,0.36595443,0.2999878,312.3,312.0,0.22745767,0.41889346,468.00504,8471.928
0,0.0,312.1443,-0.1000061,522706.88,0.17282784,0.36506298,0.2999878,312.3,312.0,0.20114583,0.39501992,472.7387,677.07184,312.3,-0.1000061,677.07184,0.17282784,0.36506298,0.2999878,312.3,312.0,0.20114583,0.39501992,472.7387,677.07184
1,0.0,312.1438,-0.1000061,515023.38,0.17223153,0.35032612,0.19998169,312.3,312.1,0.20904075,0.26299405,482.83417,1036.7527,312.3,-0.1000061,1036.7527,0.17223153,0.35032612,0.19998169,312.3,312.1,0.20904075,0.26299405,482.83417,1036.7527
0,0.0,312.14328,-0.1000061,511429.34,0.17163184,0.32586464,0.1000061,312.4,312.3,0.2482078,0.15986674,486.16583,0.970034,312.3,-0.1000061,0.970034,0.17163184,0.32586464,0.1000061,312.4,312.3,0.2482078,0.15986674,486.16583,0.970034
0,-0.01,312.14325,0.0,513059.62,0.17163172,0.334579,0.1000061,312.4,312.3,0.3024298,0.23844405,518.2412,1977.7966,312.4,0.0,1977.7966,0.17163172,0.334579,0.1000061,312.4,312.3,0.3024298,0.23844405,518.2412,1977.7966
0,-0.01,312.14325,0.0,547502.75,0.17163172,0.3405412,0.1000061,312.4,312.3,0.2979806,0.24383205,518.7437,34699.14,312.4,0.0,34699.14,0.17163172,0.3405412,0.1000061,312.4,312.3,0.2979806,0.24383205,518.7437,34699.14
0,-0.01,312.14325,0.0,535264.06,0.17163174,0.3405412,0.1000061,312.4,312.3,0.2979806,0.24383205,518.7487,300.85944,312.4,0.0,300.85944,0.17163174,0.3405412,0.1000061,312.4,312.3,0.2979806,0.24383205,518.7487,300.85944
0,-0.01,312.14322,0.0,535211.06,0.1716318,0.3945033,0.1000061,312.4,312.3,0.20866236,0.24765731,519.15076,1586.1405,312.4,0.0,1586.1405,0.1716318,0.3945033,0.1000061,312.4,312.3,0.20866236,0.24765731,519.15076,1586.1405
1,0.0003202245,312.14322,0.0,494157.25,0.1716318,0.3945033,0.1000061,312.4,312.3,0.20866236,0.24765731,519.15576,1000.0,312.4,0.0,1000.0,0.1716318,0.3945033,0.1000061,312.4,312.3,0.20866236,0.24765731,519.15576,1000.0
1,-0.01,312.14322,0.0,496196.75,0.1716318,0.3945033,0.1000061,312.4,312.3,0.20866236,0.24765731,519.15576,2059.5032,312.4,0.0,2059.5032,0.1716318,0.3945033,0.1000061,312.4,312.3,0.20866236,0.24765731,519.15576,2059.5032
1,-0.01,312.1432,0.0,476442.47,0.171632,0.37923312,0.5,312.8,312.3,0.26288787,0.26090512,518.0653,100.41627,312.4,0.0,100.41627,0.171632,0.37923312,0.5,312.8,312.3,0.26288787,0.26090512,518.0653,100.41627
2,0.0,312.1432,0.0,472079.6,0.17163199,0.37923312,0.5,312.8,312.3,0.26288787,0.26090512,518.0603,2536.9968,312.4,0.0,2536.9968,0.17163199,0.37923312,0.5,312.8,312.3,0.26288787,0.26090512,518.0603,2536.9968
2,0.0,312.1432,0.0,473872.97,0.17163199,0.37923312,0.5,312.8,312.3,0.26288787,0.26090512,518.0603,3073.8074,312.4,0.0,3073.8074,0.17163199,0.37923312,0.5,312.8,312.3,0.26288787,0.26090512,518.0603,3073.8074
0,0.0,312.1432,0.0,469570.97,0.17163198,0.37923312,0.5,312.8,312.3,0.26288787,0.26090512,518.0603,500.0,312.4,0.0,500.0,0.17163198,0.37923312,0.5,312.8,312.3,0.26288787,0.26090512,518.0603,500.0
2,0.0,312.1432,0.0,458782.0,0.17163198,0.33681005,0.3999939,312.8,312.4,0.17649001,0.25996062,497.67337,1346.2184,312.4,0.0,1346.2184,0.17163198,0.33681005,0.3999939,312.8,312.4,0.17649001,0.25996062,497.67337,1346.2184
0,-0.01,312.1432,0.1000061,457009.97,0.17163196,0.360811,0.3999939,312.8,312.4,0.17649001,0.2604292,500.402,638.97766,312.4,0.1000061,638.97766,0.17163196,0.360811,0.3999939,312.8,312.4,0.17649001,0.2604292,500.402,638.97766
0,-0.01,312.1457,0.5,456458.16,0.1774365,0.33639252,0.3999939,312.8,312.4,0.21606134,0.26409552,503.72363,1000.0,312.8,0.5,1000.0,0.1774365,0.33639252,0.3999939,312.8,312.4,0.21606134,0.26409552,503.72363,1000.0
1,0.0016005122,312.14868,0.6000061,449084.62,0.18492891,0.33639252,0.3999939,312.8,312.4,0.21606134,0.26409552,503.72864,324.5809,312.9,0.6000061,324.5809,0.18492891,0.33639252,0.3999939,312.8,312.4,0.21606134,0.26409552,503.72864,324.5809
0,0.0,312.15167,0.6000061,447505.53,0.19208248,0.33639252,0.3999939,312.8,312.4,0.21606134,0.26409552,503.73367,63.918186,312.9,0.6000061,63.918186,0.19208248,0.33639252,0.3999939,312.8,312.4,0.21606134,0.26409552,503.73367,63.918186
0,-0.01,312.1547,0.6000061,432827.28,0.19893375,0.31455123,0.1000061,312.5,312.4,0.25964126,0.27020338,503.23117,159.18497,312.9,0.6000061,159.18497,0.19893375,0.31455123,0.1000061,312.5,312.4,0.25964126,0.27020338,503.23117,159.18497
1,0.0,312.15768,0.6000061,440764.88,0.20551305,0.31455123,0.1000061,312.5,312.4,0.25964126,0.27020338,503.22614,9291.16,312.9,0.6000061,9291.16,0.20551305,0.31455123,0.1000061,312.5,312.4,0.25964126,0.27020338,503.22614,9291.16
1,-0.01,312.15866,0.2000122,439898.2,0.206685,0.31455123,0.1000061,312.5,312.4,0.25964126,0.27020338,503.82413,2333.7595,312.5,0.2000122,2333.7595,0.206685,0.31455123,0.1000061,312.5,312.4,0.25964126,0.27020338,503.82413,2333.7595
2,0.0,312.1597,0.2000122,439723.53,0.20784532,0.27601886,0.1000061,312.5,312.4,0.35326496,0.270748,509.06534,1725.4208,312.5,0.2000122,1725.4208,0.20784532,0.27601886,0.1000061,312.5,312.4,0.35326496,0.270748,509.06534,1725.4208
2,0.0,312.16068,0.2000122,455425.1,0.20899445,0.3335751,0.1000061,312.5,312.4,0.35326496,0.35767055,533.9799,17302.617,312.5,0.2000122,17302.617,0.20899445,0.3335751,0.1000061,312.5,312.4,0.35326496,0.35767055,533.9799,17302.617
1,-0.01,312.16168,0.2000122,461667.5,0.21013257,0.3335751,0.1000061,312.5,312.4,0.35326496,0.35767055,533.9849,6258.3936,312.5,0.2000122,6258.3936,0.21013257,0.3335751,0.1000061,312.5,312.4,0.35326496,0.35767055,533.9849,6258.3936
1,-0.01,312.1652,0.5,460941.28,0.21808137,0.31396535,0.5,313.0,312.5,0.2737324,0.33592814,523.28143,1085.0791,313.0,0.5,1085.0791,0.21808137,0.31396535,0.5,313.0,312.5,0.2737324,0.33592814,523.28143,1085.0791
0,0.0,312.16772,0.5,460982.28,0.22466797,0.31396535,0.5,313.0,312.5,0.2737324,0.33592814,523.28143,620.1794,313.0,0.5,620.1794,0.22466797,0.31396535,0.5,313.0,312.5,0.2737324,0.33592814,523.28143,620.1794
